date,5702,OT,5704,5707,5709,5710,5712
2023-03-11 00:00:00+08:00,2.0,18.0,14.397500514925923,1.2000000000698492,0.0,1.0,3.999999999970896
2023-03-11 00:15:00+08:00,2.0,18.000000000116415,14.397500514925923,2.3999999999650754,0.0,1.0,4.7999999999883585
2023-03-11 00:30:00+08:00,2.0,20.062972412561066,14.397500514925923,1.1999999999534339,0.0,1.0,5.181762524094665
2023-03-11 00:45:00+08:00,2.2521013764635427,18.029752955888398,14.397500514925923,1.2000000000698492,0.0,1.0,4.000942561309785
2023-03-11 01:00:00+08:00,2.7478986235364573,18.90727463143412,14.397500514925923,2.3999999999650754,0.0,1.0,4.8032232073601335
2023-03-11 01:15:00+08:00,2.0,20.02253980434034,14.397500514955027,1.2000000000698492,0.0,1.0,4.816997315938352
2023-03-11 01:30:00+08:00,2.202127831587859,18.97746019565966,14.397500514925923,2.3999999999650754,0.0,2.0,5.603846802638145
2023-03-11 01:45:00+08:00,1.797872168419417,20.074754087720066,14.397500514925923,2.400000000023283,0.0,2.0,4.393227588676382
2023-03-11 02:00:00+08:00,1.999999999992724,20.933207568945363,14.397500514925923,3.599999999976717,0.0,1.0,4.7999999999883585
2023-03-11 02:15:00+08:00,3.0,24.067572323954664,14.397500514955027,6.596375414985232,0.0,1.0,6.399999999994179
2023-03-11 02:30:00+08:00,4.0,26.942340830806643,14.397500514925923,6.6036245850264095,0.0,2.0,7.2000000000116415
2023-03-11 02:45:00+08:00,4.0,24.982125188573264,14.397500514925923,5.443970493855886,0.0,1.3525007681018906,7.554244682076387
2023-03-11 03:00:00+08:00,4.0,25.96547366376035,14.397500514925923,7.262041236332152,0.0,1.6474992318981094,6.845755317917792
2023-03-11 03:15:00+08:00,3.0,25.03452633623965,14.397500514925923,6.493988269765396,0.0,0.2560894471243955,5.600000000005821
2023-03-11 03:30:00+08:00,3.0,23.02472416195087,14.397500514955027,4.7999999999883585,0.0,1.7439105528756045,6.399999999994179
2023-03-11 03:45:00+08:00,3.0,21.97527583804913,14.397500514925923,3.0464518374064937,0.0,2.0,6.399999999994179
2023-03-11 04:00:00+08:00,3.2591501893111854,21.0,14.397500514925923,2.953548162651714,0.0,0.24794591446698178,5.600000000034925
2023-03-11 04:15:00+08:00,3.0037501311016968,21.0,14.397500514925923,3.5999999999185093,0.0,1.7520540855330182,5.600000000005821
2023-03-11 04:30:00+08:00,3.737099679587118,21.0,14.397500514955027,1.2000000000698492,0.0,1.0,6.768098862929037
2023-03-11 04:45:00+08:00,3.0,21.000000000116415,14.397500514925923,2.3999999999650754,0.0,2.0,6.031901137059322
2023-03-11 05:00:00+08:00,3.0,19.827289489796385,14.397500514925923,2.400000000023283,0.0,1.0,5.121643062244402
2023-03-11 05:15:00+08:00,3.0,22.1727105100872,14.397500514925923,6.0,0.0,1.0,5.588141648331657
2023-03-11 05:30:00+08:00,3.213088690965378,27.000000000116415,14.397500514925923,7.2000000000116415,0.0,2.0,6.890215289400658
2023-03-11 05:45:00+08:00,3.786911309034622,28.877291414653882,14.397500514925923,7.787208812544122,0.0,2.0,8.0
2023-03-11 06:00:00+08:00,4.0,25.122708585229702,14.397500514955027,7.291475568548776,0.0,1.0,7.2000000000116415
2023-03-11 06:15:00+08:00,4.0,25.92306071857456,14.397500514925923,6.521315618883818,0.0,2.0,7.2000000000116415
2023-03-11 06:30:00+08:00,4.0,27.07853997289203,14.397500514925923,7.2000000000116415,0.0,1.0,7.2000000000116415
2023-03-11 06:45:00+08:00,4.0,24.998399308533408,14.397500514955027,5.377640828082804,0.0,2.0,7.199999999982538
2023-03-11 07:00:00+08:00,3.0,22.960255817393772,14.397500514925923,5.422359171905555,0.0,1.0,5.163001343316864
2023-03-11 07:15:00+08:00,1.0,18.06989355245605,14.397500514925923,2.400000000023283,0.0,1.0,2.836998656654032
2023-03-11 07:30:00+08:00,0.0,12.969850630150177,14.397500514925923,2.3999999999650754,0.0,0.0,0.8000000000174623
2023-03-11 07:45:00+08:00,1.0,15.0,14.397500514925923,1.2000000000698492,0.0,0.0,0.7999999999883585
2023-03-11 08:00:00+08:00,0.0,6.0,14.397500514925923,2.3999999999650754,0.0,1.0,0.8000000000174623
2023-03-11 08:15:00+08:00,0.0,3.0,14.397500514955027,1.8784236770006828,0.0,0.0,0.0
2023-03-11 08:30:00+08:00,0.0,3.0000000001164153,14.397500514925923,1.7215763229760341,0.0,0.0,0.7999999999883585
2023-03-11 08:45:00+08:00,0.0,2.9999999998835847,14.397500514925923,1.2000000000116415,0.0,1.0,0.8000000000174623
2023-03-11 09:00:00+08:00,0.0,6.0,14.397500514925923,2.400000000023283,0.0,0.0,0.3270005831727758
2023-03-11 09:15:00+08:00,0.0,3.0000000001164153,14.397500514955027,2.3999999999650754,0.0,1.0,0.4729994168446865
2023-03-11 09:30:00+08:00,0.0,6.0,14.397500514925923,4.179406352515798,0.0,0.0,0.7999999999592546
2023-03-11 09:45:00+08:00,1.0,8.999999999883585,14.397500514925923,6.065475423936732,0.0,1.0,1.6000000000058208
2023-03-11 10:00:00+08:00,0.0,6.0,14.397500514925923,4.155118223570753,0.0,0.0,0.35063184500904754
2023-03-11 10:15:00+08:00,1.000000000007276,9.0,14.397500514925923,6.0,0.0,1.0,2.0493681550142355
2023-03-11 10:30:00+08:00,0.0,9.0,14.397500514925923,6.0,0.0,1.0,1.6000000000058208
2023-03-11 10:45:00+08:00,0.999999999992724,9.0,14.397500514955027,5.4008242811542,0.0,0.0,1.599999999976717
2023-03-11 11:00:00+08:00,1.0,9.0,14.397500514925923,6.112180549709592,0.0,1.0,2.3999999999941792
2023-03-11 11:15:00+08:00,1.0,9.0,14.397500514925923,5.286995169066358,0.0,0.0,1.6000000000058208
2023-03-11 11:30:00+08:00,1.0,9.000000000116415,14.397500514955027,6.000000000058208,0.0,1.0,1.599999999976717
2023-03-11 11:45:00+08:00,1.0,8.999999999883585,14.397500514925923,6.0,0.0,0.0,1.6000000000058208
2023-03-11 12:00:00+08:00,0.0,9.0,14.397500514925923,6.64839293708792,0.0,1.0,1.6000000000058208
2023-03-11 12:15:00+08:00,1.0,10.79784183157608,14.397500514925923,6.551607062865514,0.0,0.0,1.6000000000058208
2023-03-11 12:30:00+08:00,0.0,7.202158168423921,14.397500514925923,6.000000000058208,0.0,1.0,0.8000000000174623
2023-03-11 12:45:00+08:00,1.0,9.0,14.397500514925923,6.0,0.0,1.0,1.9885503231780604
2023-03-11 13:00:00+08:00,1.0,9.0,14.397500514955027,6.0,0.0,0.0,2.811449676810298
2023-03-11 13:15:00+08:00,0.0,9.000000000116415,14.397500514925923,6.656483160622884,0.0,1.0,1.6000000000058208
2023-03-11 13:30:00+08:00,1.0,8.999999999883585,14.397500514925923,6.018067947006784,0.0,1.0,1.6000000000058208
2023-03-11 13:45:00+08:00,0.0,9.000000000116415,14.397500514925923,6.006235933164135,0.0,1.0,1.599999999976717
2023-03-11 14:00:00+08:00,1.0,11.366414874908514,14.397500514955027,5.9022901321877725,0.0,1.0,2.888413813256193
2023-03-11 14:15:00+08:00,1.0,9.63358512497507,14.397500514925923,6.107872678374406,0.0,0.0,1.9115861867321655
2023-03-11 14:30:00+08:00,0.0,9.0,14.397500514925923,6.509050148597453,0.0,1.0,1.6000000000058208
2023-03-11 14:45:00+08:00,0.0,6.0,14.397500514925923,6.000000000058208,0.0,1.0,1.6000000000058208
2023-03-11 15:00:00+08:00,1.0,9.0,14.397500514925923,5.999999999941792,0.0,1.0,0.8000000000174623
2023-03-11 15:15:00+08:00,0.0,9.0,14.397500514955027,6.0,0.0,0.0,0.7999999999883585
2023-03-11 15:30:00+08:00,0.0,6.0,14.397500514925923,4.800000000046566,0.0,1.0,1.6000000000349246
2023-03-11 15:45:00+08:00,0.0,6.0,14.397500514925923,3.599999999976717,0.0,1.0,1.6000000000058208
2023-03-11 16:00:00+08:00,0.0,5.077361039700918,14.397500514925923,2.400000000023283,0.0,1.0,0.7999999999592546
2023-03-11 16:15:00+08:00,0.0,3.9226389604154974,14.397500514955027,1.1999999999534339,0.0,1.0,0.8000000000174623
2023-03-11 16:30:00+08:00,0.0,2.9999999998835847,14.397500514925923,2.400000000023283,0.0,0.0,0.7999999999883585
2023-03-11 16:45:00+08:00,0.0,9.0,14.397500514925923,1.2000000000116415,0.0,0.0,0.0
2023-03-11 17:00:00+08:00,0.0,11.43997315946035,14.397500514925923,2.400000000023283,0.0,1.0,0.8000000000174623
2023-03-11 17:15:00+08:00,0.0,9.56002684053965,14.397500514925923,1.8884674658766016,0.0,0.0,0.7999999999883585
2023-03-11 17:30:00+08:00,1.0,12.0,14.397500514925923,1.7115325340419076,0.0,0.0,0.0
2023-03-11 17:45:00+08:00,0.0,12.000000000116415,14.397500514955027,1.8543702863389626,0.0,1.0,0.8000000000174623
2023-03-11 18:00:00+08:00,0.0,11.3570853152778,14.397500514925923,1.745629713695962,0.0,0.0,0.7999999999883585
2023-03-11 18:15:00+08:00,0.0,12.075325060635805,14.397500514925923,2.400000000023283,0.0,0.4035761546692811,0.0
2023-03-11 18:30:00+08:00,0.0,12.010446766857058,14.397500514955027,2.3999999999650754,0.0,0.5964238453307189,0.7999999999883585
2023-03-11 18:45:00+08:00,0.0,11.964965920662507,14.397500514925923,2.400000000023283,0.0,0.0,0.3853342174552381
2023-03-11 19:00:00+08:00,0.0,9.592176936450414,14.397500514925923,1.2000000000116415,0.0,0.405403211407247,0.41466578253312036
2023-03-11 19:15:00+08:00,0.0,15.0,14.397500514925923,2.400000000023283,0.0,0.594596788592753,0.8000000000174623
2023-03-11 19:30:00+08:00,0.0,15.000000000116415,14.397500514925923,1.1999999999534339,0.0,0.0,0.0
2023-03-11 19:45:00+08:00,1.0,17.44279141095467,14.397500514925923,2.400000000023283,0.0,1.0,0.7999999999883585
2023-03-11 20:00:00+08:00,0.0,12.557208588928916,14.397500514955027,1.2000000000116415,0.0,0.0,0.8000000000174623
2023-03-11 20:15:00+08:00,0.0,15.0,14.397500514925923,1.7686204931815155,0.0,0.0,0.0
2023-03-11 20:30:00+08:00,0.0,14.328256772481836,14.397500514925923,1.8313795067952015,0.0,1.0,0.7999999999883585
2023-03-11 20:45:00+08:00,0.36681759379280265,15.116207469953224,14.397500514925923,1.2000000000116415,0.0,0.0,1.2326049164112192
2023-03-11 21:00:00+08:00,0.9710560102321324,15.55553575756494,14.397500514955027,2.400000000023283,0.0,0.0,1.9673950835713185
2023-03-11 21:15:00+08:00,0.662126395975065,18.0,14.397500514925923,1.1999999999534339,0.0,1.0,1.6000000000058208
2023-03-11 21:30:00+08:00,1.0,17.38474740937818,14.397500514925923,2.3999999999650754,0.0,0.0,1.6000000000058208
2023-03-11 21:45:00+08:00,1.0,15.615252590621822,14.397500514925923,1.2000000000698492,0.0,1.0,2.3999999999941792
2023-03-11 22:00:00+08:00,1.0,17.321910911472514,14.397500514925923,2.3999999999650754,0.0,1.0,2.0491809042869136
2023-03-11 22:15:00+08:00,1.0,14.937212762306444,14.397500514925923,1.2000000000698492,0.0,0.0,1.9508190957421903
2023-03-11 22:30:00+08:00,1.0,14.88306195253972,14.397500514955027,2.3999999999650754,0.0,0.0,1.6000000000058208
2023-03-11 22:45:00+08:00,1.0,15.007743743131869,14.397500514925923,1.1999999999534339,0.0,1.0,1.599999999976717
2023-03-11 23:00:00+08:00,1.3892964215119719,15.850070630665869,14.397500514925923,2.400000000023283,0.0,0.34039048495469615,2.3999999999941792
2023-03-11 23:15:00+08:00,1.610703578495304,17.40102798398584,14.397500514955027,1.2000000000116415,0.0,0.6596095150453039,3.639908606244717
2023-03-11 23:30:00+08:00,1.999999999992724,15.598972015897743,14.397500514925923,2.400000000023283,0.0,1.0,2.7600913937494624